SiteID,County,City,DBA,Licensee,PremisesStreet,PremisesCityState,LicenseNumber,LicenseType,Status,IssueDate,EffectiveDate,ExpiryDate
,Fayette,Lexington,2022 Camp Out,"HORSIN' AROUND  CAMP, INC. ",1540 University Dr,"Lexington, KY 40506",034-TA-192962,Special Temporary Alcoholic Beverage Auction License,Active,9/26/22,10/1/22,10/20/22
22790,Fayette,Lexington,21c Museum Hotel Lexington,167 MAIN HOTEL LLC ,167 W Main St,"Lexington, KY 40507",034-NQ2-2920,NQ2 Retail Drink License,Active,1/29/16,1/29/16,11/30/22
22790,Fayette,Lexington,21c Museum Hotel Lexington,167 MAIN HOTEL LLC ,167 W Main St,"Lexington, KY 40507",034-SP-1576,Sampling License,Active,1/29/16,1/29/16,11/30/22
22790,Fayette,Lexington,21c Museum Hotel Lexington,167 MAIN HOTEL LLC ,167 W Main St,"Lexington, KY 40507",034-HI-29,Hotel In-Room License,Active,1/29/16,1/29/16,11/30/22
22790,Fayette,Lexington,21c Museum Hotel Lexington,167 MAIN HOTEL LLC ,167 W Main St,"Lexington, KY 40507",034-SB-1582,Supplemental Bar License,Active,1/29/16,1/29/16,11/30/22
22790,Fayette,Lexington,21c Museum Hotel Lexington,167 MAIN HOTEL LLC ,167 W Main St,"Lexington, KY 40507",034-CL-422,Caterer's License,Active,2/24/16,2/24/16,11/30/22
22790,Fayette,Lexington,21c Museum Hotel Lexington,167 MAIN HOTEL LLC ,167 W Main St,"Lexington, KY 40507",034-RS-4300,Special Sunday Retail Drink License,Active,1/29/16,1/29/16,11/30/22
22790,Fayette,Lexington,21c Museum Hotel Lexington,167 MAIN HOTEL LLC ,167 W Main St,"Lexington, KY 40507",034-LP-2223,Quota Retail Package License,Active,4/29/16,4/29/16,11/30/22
26561,Fayette,Lexington,A Cup of Common Wealth,A Cup of Common Wealth LLC ,105 Eastern Ave,"Lexington, KY 40508",034-NQ4-191200,NQ4 Retail Malt Beverage Drink License,Active,6/28/22,6/28/22,11/30/22
5119,Fayette,Lexington,A P Suggins Bar And Grill,"ROMANY RESTAURANTS, INC. ",345 Romany Rd,"Lexington, KY 40502",034-RS-2332,Special Sunday Retail Drink License,Active,5/13/13,6/25/13,8/31/23
5119,Fayette,Lexington,A P Suggins Bar And Grill,"ROMANY RESTAURANTS, INC. ",345 Romany Rd,"Lexington, KY 40502",034-NQ2-1002,NQ2 Retail Drink License,Active,5/13/13,6/25/13,8/31/23
28033,Fayette,Lexington,Agave & Rye Epic Tacos,Agave & Rye Lexington LLC ,3535 Nicholasville Rd,"Lexington, KY 40503",034-NQ2-3989,NQ2 Retail Drink License,Active,6/17/19,6/17/19,11/30/22
28033,Fayette,Lexington,Agave & Rye Epic Tacos,Agave & Rye Lexington LLC ,3535 Nicholasville Rd,"Lexington, KY 40503",034-RS-5713,Special Sunday Retail Drink License,Active,6/17/19,6/17/19,11/30/22
19206,Fayette,Lexington,Agave and Rye,A&R Lexington Square LLC ,123 N Broadway,"Lexington, KY 40507",034-NQ2-182985,NQ2 Retail Drink License,Active,5/11/21,5/11/21,11/30/22
19206,Fayette,Lexington,Agave and Rye,A&R Lexington Square LLC ,123 N Broadway,"Lexington, KY 40507",034-RS-182986,Special Sunday Retail Drink License,Active,5/11/21,5/11/21,11/30/22
4347,Fayette,Lexington,Al's Bar,"Road Soda, LLC ",601 N Limestone,"Lexington, KY 40508",034-NQ4-4537,NQ4 Retail Malt Beverage Drink License,Active,8/19/19,8/19/19,11/30/22
4347,Fayette,Lexington,Al's Bar,"Road Soda, LLC ",601 N Limestone,"Lexington, KY 40508",034-NQ-7551,NQ Retail Malt Beverage Package License,Active,8/19/19,8/19/19,11/30/22
4347,Fayette,Lexington,Al's Bar,"Road Soda, LLC ",601 N Limestone,"Lexington, KY 40508",034-RS-5728,Special Sunday Retail Drink License,Active,8/19/19,8/19/19,11/30/22
4347,Fayette,Lexington,Al's Bar,"Road Soda, LLC ",601 N Limestone,"Lexington, KY 40508",034-LD-945,Quota Retail Drink License,Active,8/19/19,8/19/19,11/30/22
19358,Fayette,Lexington,ALDI,ALDI (INDIANA) L.P. ,126 Rojay Dr,"Lexington, KY 40503",034-NQ-4087,NQ Retail Malt Beverage Package License,Active,7/18/14,7/18/14,8/31/23
19363,Fayette,Lexington,ALDI,ALDI (INDIANA) L.P. ,1509 Colesbury Cir,"Lexington, KY 40511",034-NQ-4088,NQ Retail Malt Beverage Package License,Active,7/18/14,7/18/14,8/31/23
33409,Fayette,Lexington,ALENKO'S EXPRESS ,"ALENKO'S EXPRESS, LLC ",1613 Cornelius Trce,"Lexington, KY 40509",034-TPL-186469,Transporter's License,Active,10/1/21,10/1/21,12/31/22
233,Fayette,Lexington,Alexandria Marathon,"Lex Holdings, LLC ",1768 Alexandria Dr,"Lexington, KY 40505",034-NQ-5246,NQ Retail Malt Beverage Package License,Active,3/9/16,3/9/16,11/30/22
3578,Fayette,Lexington,Allens Food Mart,AH ENTERPRISES LLC ,1918 Oxford Cir,"Lexington, KY 40504",034-NQ-5916,NQ Retail Malt Beverage Package License,Active,12/27/16,12/27/16,11/30/22
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC ",475 Angliana Ave,"Lexington, KY 40508",034-NQ-7130,NQ Retail Malt Beverage Package License,Active,10/4/18,10/4/18,8/31/23
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC ",475 Angliana Ave,"Lexington, KY 40508",034-MIC-125,Microbrewery License,Active,10/4/18,10/4/18,8/31/23
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC ",475 Angliana Ave,"Lexington, KY 40508",034-NQ2-160056,NQ2 Retail Drink License,Active,2/27/20,2/26/20,8/31/23
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC ",475 Angliana Ave,"Lexington, KY 40508",034-DTB-160057,Distiller's License - Class B,Active,2/27/20,2/26/20,8/31/23
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC ",475 Angliana Ave,"Lexington, KY 40508",034-RS-160058,Special Sunday Retail Drink License,Active,2/27/20,2/26/20,8/31/23
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC ",475 Angliana Ave,"Lexington, KY 40508",034-SP-160059,Sampling License,Active,2/27/20,2/26/20,8/31/23
16012,Fayette,Lexington,Alltech's Lexington Brewing & Distilling Company,"Alltech's Beverage Division, LLC ",475 Angliana Ave,"Lexington, KY 40508",034-SHL-174597,Direct Shipper License,Active,12/14/20,12/14/20,12/13/22
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC ",401 Cross St,"Lexington, KY 40508",034-SHL-175670,Direct Shipper License,Active,12/21/20,12/21/20,12/20/22
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC ",401 Cross St,"Lexington, KY 40508",034-DT-435,Distiller's License - Class A,Active,4/1/11,4/1/11,8/31/23
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC ",401 Cross St,"Lexington, KY 40508",034-SP-1960,Sampling License,Active,3/1/19,2/28/19,8/31/23
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC ",401 Cross St,"Lexington, KY 40508",034-NQ2-3918,NQ2 Retail Drink License,Active,3/1/19,2/28/19,8/31/23
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC ",401 Cross St,"Lexington, KY 40508",034-NQ-7128,NQ Retail Malt Beverage Package License,Active,10/4/18,10/4/18,8/31/23
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC ",401 Cross St,"Lexington, KY 40508",034-MIC-46,Microbrewery License,Active,4/1/11,4/1/11,8/31/23
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC ",401 Cross St,"Lexington, KY 40508",034-MIC-124,Microbrewery License,Active,10/4/18,10/4/18,8/31/23
289,Fayette,Lexington,Alltech's Lexington Brewing and Distilling Co.,"Alltech's Beverage Division, LLC ",401 Cross St,"Lexington, KY 40508",034-RS-5602,Special Sunday Retail Drink License,Active,3/1/19,2/28/19,8/31/23
31761,Fayette,Lexington,American Legion Federal Post 313,"""FEDERAL POST NO. 313, THE AMERICAN LEGION, DEPARTMENT OF KENTUCKY, INC."" ",1794 Bryan Station Rd,"Lexington, KY 40505",034-NQ3-185408,NQ3 Retail Drink License,Active,8/3/21,8/3/21,11/30/22
5220,Fayette,Lexington,AMZ Tobacco Zone LLC,AMZ TOBACCO ZONE LLC ,873 N Broadway,"Lexington, KY 40508",034-NQ-2635,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
5220,Fayette,Lexington,AMZ Tobacco Zone LLC,AMZ TOBACCO ZONE LLC ,873 N Broadway,"Lexington, KY 40508",034-LP-1826,Quota Retail Package License,Active,2/10/10,2/10/10,11/30/22
1441,Fayette,Lexington,Andover BP,"JAY AMBE ENTERPRISES, INC. ",3100 Mapleleaf Dr,"Lexington, KY 40509",034-NQ-2770,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
3266,Fayette,Lexington,Anniston Mini Mart,"Shiv Shambhu, LLC ",1488 Anniston Dr,"Lexington, KY 40505",034-NQ-5746,NQ Retail Malt Beverage Package License,Active,9/28/16,9/28/16,11/30/22
24823,Fayette,Lexington,Anthony Vince Nail Spa,Creation-By-Lam Inc. ,122 Marion Ste 120,"Lexington, KY 40517",034-LD-159153,Quota Retail Drink License,Active,1/31/20,1/31/20,11/30/22
24823,Fayette,Lexington,Anthony Vince Nail Spa,Creation-By-Lam Inc. ,122 Marion Ste 120,"Lexington, KY 40517",034-NQ4-159154,NQ4 Retail Malt Beverage Drink License,Active,1/31/20,1/31/20,11/30/22
24823,Fayette,Lexington,Anthony Vince Nail Spa,Creation-By-Lam Inc. ,122 Marion Ste 120,"Lexington, KY 40517",034-RS-159155,Special Sunday Retail Drink License,Active,1/31/20,1/31/20,11/30/22
28306,Fayette,Lexington,Apollo Pizza Meadowthorpe Taproom,"DANCING DAYS, LLC ",1451 Leestown Rd,"Lexington, KY 40511",034-RS-5784,Special Sunday Retail Drink License,Active,7/25/19,7/25/19,11/30/22
28306,Fayette,Lexington,Apollo Pizza Meadowthorpe Taproom,"DANCING DAYS, LLC ",1451 Leestown Rd,"Lexington, KY 40511",034-NQ2-4039,NQ2 Retail Drink License,Active,7/25/19,7/25/19,11/30/22
10786,Fayette,Lexington,Applebees Neighborhood Grill & Bar,RMH FRANCHISE CORPORATION ,1761 Sharkey Way,"Lexington, KY 40511",034-RS-3596,Special Sunday Retail Drink License,Active,2/18/14,2/18/14,8/31/23
10786,Fayette,Lexington,Applebees Neighborhood Grill & Bar,RMH FRANCHISE CORPORATION ,1761 Sharkey Way,"Lexington, KY 40511",034-NQ2-2415,NQ2 Retail Drink License,Active,2/18/14,2/18/14,8/31/23
22584,Fayette,Lexington,Aramark,"ARAMARK EDUCATIONAL SERVICES, LLC ",1540 University Dr,"Lexington, KY 40506",034-RS-4240,Special Sunday Retail Drink License,Active,12/7/15,12/7/15,8/31/23
22584,Fayette,Lexington,Aramark,"ARAMARK EDUCATIONAL SERVICES, LLC ",1540 University Dr,"Lexington, KY 40506",034-CL-413,Caterer's License,Active,12/7/15,12/7/15,8/31/23
26136,Fayette,Lexington,"Aramark Educational Services, LLC","ARAMARK EDUCATIONAL SERVICES, LLC ",160 Avenue Of Champions,"Lexington, KY 40526",034-RS-5205,Special Sunday Retail Drink License,Active,2/14/19,2/14/19,8/31/23
26136,Fayette,Lexington,"Aramark Educational Services, LLC","ARAMARK EDUCATIONAL SERVICES, LLC ",160 Avenue Of Champions,"Lexington, KY 40526",034-CL-531,Caterer's License,Active,2/14/19,2/14/19,8/31/23
18042,Fayette,Lexington,Arcadium,"BUYTHEBARREL, LLC ",574 N Limestone,"Lexington, KY 40508",034-RS-2174,Special Sunday Retail Drink License,Active,10/31/12,11/1/12,11/30/22
18042,Fayette,Lexington,Arcadium,"BUYTHEBARREL, LLC ",574 N Limestone,"Lexington, KY 40508",034-LD-1807,Quota Retail Drink License,Active,10/31/12,11/1/12,11/30/22
18042,Fayette,Lexington,Arcadium,"BUYTHEBARREL, LLC ",574 N Limestone,"Lexington, KY 40508",034-NQ4-2298,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
13413,Fayette,Lexington,Archa Nine Thai Kitchen,"YOU-WE 168, LLC ",162 Old Todds Rd Ste 110,"Lexington, KY 40509",034-NQ2-3147,NQ2 Retail Drink License,Active,10/10/16,10/10/16,11/30/22
13413,Fayette,Lexington,Archa Nine Thai Kitchen,"YOU-WE 168, LLC ",162 Old Todds Rd Ste 110,"Lexington, KY 40509",034-RS-4605,Special Sunday Retail Drink License,Active,10/10/16,10/10/16,11/30/22
4847,Fayette,Lexington,Arirang Gardens,"DONOHO RESTAURANT, LLC ",109 Mount Tabor Rd,"Lexington, KY 40517",034-NQ2-1486,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
5669,Fayette,Lexington,Asian Wind Restaurant,WEI CORPORATION ,3735 Harrodsburg Rd #4,"Lexington, KY 40513",034-NQ2-1919,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
5669,Fayette,Lexington,Asian Wind Restaurant,WEI CORPORATION ,3735 Harrodsburg Rd #4,"Lexington, KY 40513",034-RS-2073,Special Sunday Retail Drink License,Active,3/7/12,3/6/12,11/30/22
388,Fayette,Lexington,Athens Foodmart,"SKYWAY PROPERTIES, LLC ",5540 Athens Boonesboro Rd,"Lexington, KY 40509",034-NQ-3129,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
33311,Fayette,Lexington,Athens Lunchroom,"FB Consulting, LLC ",6270 Athens Walnut Hill Pike,"Lexington, KY 40515",034-CL-186375,Caterer's License,Active,9/27/21,9/27/21,11/30/22
33311,Fayette,Lexington,Athens Lunchroom,"FB Consulting, LLC ",6270 Athens Walnut Hill Pike,"Lexington, KY 40515",034-NQ2-186376,NQ2 Retail Drink License,Active,9/27/21,9/27/21,11/30/22
33311,Fayette,Lexington,Athens Lunchroom,"FB Consulting, LLC ",6270 Athens Walnut Hill Pike,"Lexington, KY 40515",034-RS-186377,Special Sunday Retail Drink License,Active,9/27/21,9/27/21,11/30/22
6345,Fayette,Lexington,Austin City Saloon,KILLER B. LLC ,2350 Woodhill Dr Ste 100,"Lexington, KY 40509",034-SB-1564,Supplemental Bar License,Active,11/30/15,12/1/15,11/30/22
6345,Fayette,Lexington,Austin City Saloon,KILLER B. LLC ,2350 Woodhill Dr Ste 100,"Lexington, KY 40509",034-RS-4224,Special Sunday Retail Drink License,Active,11/30/15,12/1/15,11/30/22
6345,Fayette,Lexington,Austin City Saloon,KILLER B. LLC ,2350 Woodhill Dr Ste 100,"Lexington, KY 40509",034-NQ4-3421,NQ4 Retail Malt Beverage Drink License,Active,11/30/15,12/1/15,11/30/22
6345,Fayette,Lexington,Austin City Saloon,KILLER B. LLC ,2350 Woodhill Dr Ste 100,"Lexington, KY 40509",034-LD-858,Quota Retail Drink License,Active,11/30/15,12/1/15,11/30/22
35125,Fayette,Lexington,Averitt Express,"AVERITT EXPRESS, INC. ",1901 Jaggie Fox Way,"Lexington, KY 40511",034-DSWS-191695,Distilled Spirits and Wine Storage License,Active,7/27/22,7/27/22,8/31/23
1429,Fayette,Lexington,Avon Mart,ISSA'S LLC ,5693 Briar Hill Rd,"Lexington, KY 40516",034-NQ-2327,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
11001,Fayette,Lexington,Azur,"ABCF & M, LLC ",3070 Lakecrest Cir Ste 550,"Lexington, KY 40513",034-NQ2-1468,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
11001,Fayette,Lexington,Azur,"ABCF & M, LLC ",3070 Lakecrest Cir Ste 550,"Lexington, KY 40513",034-RS-2744,Special Sunday Retail Drink License,Active,5/13/13,6/25/13,11/30/22
2028,Fayette,Lexington,B P Food Mart,Y & M INCORPORTED ,1840 Bryan Station Rd,"Lexington, KY 40505",034-NQ-1038,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
14314,Fayette,Lexington,B.C. Roosters,Lexington Roosters LLC ,124 Marketplace Dr,"Lexington, KY 40503",034-NQ2-1892,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
14314,Fayette,Lexington,B.C. Roosters,Lexington Roosters LLC ,124 Marketplace Dr,"Lexington, KY 40503",034-RS-2026,Special Sunday Retail Drink License,Active,11/10/11,11/10/11,11/30/22
4764,Fayette,Lexington,B.C. Roosters,Richmond Rd. Chicken Coop LLC ,2640 Richmond Rd,"Lexington, KY 40509",034-NQ2-182720,NQ2 Retail Drink License,Active,5/4/21,5/4/21,11/30/22
4764,Fayette,Lexington,B.C. Roosters,Richmond Rd. Chicken Coop LLC ,2640 Richmond Rd,"Lexington, KY 40509",034-RS-182721,Special Sunday Retail Drink License,Active,5/4/21,5/4/21,11/30/22
,Fayette,Lexington,Back to the Library Booktacular,"LEXINGTON PUBLIC LIBRARY FOUNDATION, INC. ",140 E Main St,"Lexington, KY 40507",034-TA-191828,Special Temporary Alcoholic Beverage Auction License,Active,8/2/22,10/1/22,10/30/22
9476,Fayette,Lexington,Backstretch Bar & Grill,Davis & Sons LLC ,1784 Bryan Station Rd,"Lexington, KY 40505",034-RS-2201,Special Sunday Retail Drink License,Active,11/30/12,12/1/12,11/30/22
9476,Fayette,Lexington,Backstretch Bar & Grill,Davis & Sons LLC ,1784 Bryan Station Rd,"Lexington, KY 40505",034-LD-2143,Quota Retail Drink License,Active,11/30/12,12/1/12,11/30/22
9476,Fayette,Lexington,Backstretch Bar & Grill,Davis & Sons LLC ,1784 Bryan Station Rd,"Lexington, KY 40505",034-NQ4-2325,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
29514,Fayette,LEXINGTON,bandido taqueria mexicana,"ESLORE, LLC ",535 S Upper St Ste 145,"LEXINGTON, KY 40508",034-NQ4-188747,NQ4 Retail Malt Beverage Drink License,Active,2/8/22,2/8/22,11/30/22
29514,Fayette,LEXINGTON,bandido taqueria mexicana,"ESLORE, LLC ",535 S Upper St Ste 145,"LEXINGTON, KY 40508",034-LD-188748,Quota Retail Drink License,Active,2/8/22,2/8/22,11/30/22
29514,Fayette,LEXINGTON,bandido taqueria mexicana,"ESLORE, LLC ",535 S Upper St Ste 145,"LEXINGTON, KY 40508",034-RS-188749,Special Sunday Retail Drink License,Active,2/8/22,2/8/22,11/30/22
33963,Fayette,Lexington,Bang-A-Chain,Bang A Chain LLC ,145 Burt Rd Ste 11,"Lexington, KY 40503",034-NQ-190053,NQ Retail Malt Beverage Package License,Active,4/19/22,4/19/22,11/30/22
33963,Fayette,Lexington,Bang-A-Chain,Bang A Chain LLC ,145 Burt Rd Ste 11,"Lexington, KY 40503",034-NQ4-190054,NQ4 Retail Malt Beverage Drink License,Active,4/19/22,4/19/22,11/30/22
4897,Fayette,Lexington,Bangkok House,"BANGKOK HOUSE, INC. ",275 Euclid Ave,"Lexington, KY 40508",034-NQ4-4069,NQ4 Retail Malt Beverage Drink License,Active,1/26/18,1/26/18,11/30/22
5381,Fayette,Lexington,Banners,"HOME RUN, LLC ",3650 Boston Rd Ste A,"Lexington, KY 40514",034-LP-2515,Quota Retail Package License,Active,4/4/19,4/4/19,11/30/22
5381,Fayette,Lexington,Banners,"HOME RUN, LLC ",3650 Boston Rd Ste A,"Lexington, KY 40514",034-NQ-7453,NQ Retail Malt Beverage Package License,Active,4/4/19,4/4/19,11/30/22
5381,Fayette,Lexington,Banners,"HOME RUN, LLC ",3650 Boston Rd Ste A,"Lexington, KY 40514",034-RS-5642,Special Sunday Retail Drink License,Active,4/4/19,4/4/19,11/30/22
5381,Fayette,Lexington,Banners,"HOME RUN, LLC ",3650 Boston Rd Ste A,"Lexington, KY 40514",034-NQ2-3940,NQ2 Retail Drink License,Active,4/4/19,4/4/19,11/30/22
24419,Fayette,Lexington,Bar Ona,Church Street L.L.C. ,108 Church St,"Lexington, KY 40507",034-LD-1855,Quota Retail Drink License,Active,4/3/17,4/3/17,11/30/22
24419,Fayette,Lexington,Bar Ona,Church Street L.L.C. ,108 Church St,"Lexington, KY 40507",034-RS-4719,Special Sunday Retail Drink License,Active,4/3/17,4/3/17,11/30/22
24419,Fayette,Lexington,Bar Ona,Church Street L.L.C. ,108 Church St,"Lexington, KY 40507",034-NQ4-3782,NQ4 Retail Malt Beverage Drink License,Active,4/3/17,4/3/17,11/30/22
13575,Fayette,Lexington,Barrel House Distilling Company,"WOODSHED BEVERAGE, LLC ",1200 Manchester St Bldg 9,"Lexington, KY 40508",034-SP-1188,Sampling License,Active,5/13/13,6/25/13,11/30/22
13575,Fayette,Lexington,Barrel House Distilling Company,"WOODSHED BEVERAGE, LLC ",1200 Manchester St Bldg 9,"Lexington, KY 40508",034-DTB-18,Distiller's License - Class B,Active,12/11/14,12/11/14,11/30/22
13575,Fayette,Lexington,Barrel House Distilling Company,"WOODSHED BEVERAGE, LLC ",1200 Manchester St Bldg 9,"Lexington, KY 40508",034-NQ2-3403,NQ2 Retail Drink License,Active,7/10/17,6/29/17,11/30/22
31537,Fayette,Lexington,Base249,"249 OnTap, LLC ",249 E Main St,"Lexington, KY 40507",034-LD-181869,Quota Retail Drink License,Active,4/21/21,4/21/21,11/30/22
31537,Fayette,Lexington,Base249,"249 OnTap, LLC ",249 E Main St,"Lexington, KY 40507",034-NQ4-181870,NQ4 Retail Malt Beverage Drink License,Active,4/21/21,4/21/21,11/30/22
31537,Fayette,Lexington,Base249,"249 OnTap, LLC ",249 E Main St,"Lexington, KY 40507",034-RS-183057,Special Sunday Retail Drink License,Active,5/12/21,5/12/21,11/30/22
31537,Fayette,Lexington,Base249,"249 OnTap, LLC ",249 E Main St,"Lexington, KY 40507",034-SP-183058,Sampling License,Active,5/12/21,5/12/21,11/30/22
34296,Fayette,Lexington,Battle Axes Entertainment,"BATTLE AXES, LLC ",164 Turner Commons Way Ste 110,"Lexington, KY 40511",034-NQ4-190805,NQ4 Retail Malt Beverage Drink License,Active,6/4/22,6/4/22,11/30/22
34296,Fayette,Lexington,Battle Axes Entertainment,"BATTLE AXES, LLC ",164 Turner Commons Way Ste 110,"Lexington, KY 40511",034-LD-190806,Quota Retail Drink License,Active,6/4/22,6/4/22,11/30/22
34296,Fayette,Lexington,Battle Axes Entertainment,"BATTLE AXES, LLC ",164 Turner Commons Way Ste 110,"Lexington, KY 40511",034-RS-190807,Special Sunday Retail Drink License,Active,6/4/22,6/4/22,11/30/22
25292,Fayette,Lexington,Battle Axes LLC,"BATTLE AXES, LLC ",1170 Manchester St,"Lexington, KY 40508",034-RS-5919,Special Sunday Retail Drink License,Active,12/2/19,12/2/19,11/30/22
25292,Fayette,Lexington,Battle Axes LLC,"BATTLE AXES, LLC ",1170 Manchester St,"Lexington, KY 40508",034-LD-2917,Quota Retail Drink License,Active,12/2/19,12/2/19,11/30/22
25292,Fayette,Lexington,Battle Axes LLC,"BATTLE AXES, LLC ",1170 Manchester St,"Lexington, KY 40508",034-NQ4-4226,NQ4 Retail Malt Beverage Drink License,Active,9/17/18,9/17/18,11/30/22
12222,Fayette,Lexington,Bd's Mongolian Grill,LEXINGTON MONGOS LLC ,2309 Sir Barton Way,"Lexington, KY 40509",034-NQ2-1519,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
12222,Fayette,Lexington,Bd's Mongolian Grill,LEXINGTON MONGOS LLC ,2309 Sir Barton Way,"Lexington, KY 40509",034-RS-2836,Special Sunday Retail Drink License,Active,5/13/13,6/25/13,11/30/22
3769,Fayette,Lexington,Bear & The Butcher,"BEHR ENTERPRISES, INC. ",815 Euclid Ave,"Lexington, KY 40502",034-NQ2-3338,NQ2 Retail Drink License,Active,8/23/17,8/23/17,11/30/22
3769,Fayette,Lexington,Bear & The Butcher,"BEHR ENTERPRISES, INC. ",815 Euclid Ave,"Lexington, KY 40502",034-RS-4939,Special Sunday Retail Drink License,Active,8/23/17,8/23/17,11/30/22
3769,Fayette,Lexington,Bear & The Butcher,"BEHR ENTERPRISES, INC. ",815 Euclid Ave,"Lexington, KY 40502",034-SB-1677,Supplemental Bar License,Active,8/23/17,8/23/17,11/30/22
5827,Fayette,Lexington,Beaumont Bar & Grill,"COPLON BEAUMONT, LLC ",3070 Lakecrest Cir Ste 625,"Lexington, KY 40513",034-RS-1929,Special Sunday Retail Drink License,Active,2/3/11,2/2/11,11/30/22
5827,Fayette,Lexington,Beaumont Bar & Grill,"COPLON BEAUMONT, LLC ",3070 Lakecrest Cir Ste 625,"Lexington, KY 40513",034-LD-1421,Quota Retail Drink License,Active,2/3/11,2/2/11,11/30/22
5827,Fayette,Lexington,Beaumont Bar & Grill,"COPLON BEAUMONT, LLC ",3070 Lakecrest Cir Ste 625,"Lexington, KY 40513",034-NQ4-1968,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
22677,Fayette,Lexington,Beaumont Shell,"Stop and Go, LLC ",961 Midnight Pass,"Lexington, KY 40513",034-NQ-174274,NQ Retail Malt Beverage Package License,Active,12/10/20,12/10/20,8/31/23
30421,Fayette,Lexington,Bella Cafe' and Grille,"BELLA CAFE' AND GRILLE, LLC ",890 E High St,"Lexington, KY 40502",034-LP-173668,Quota Retail Package License,Active,12/1/20,12/1/20,11/30/22
30421,Fayette,Lexington,Bella Cafe' and Grille,"BELLA CAFE' AND GRILLE, LLC ",890 E High St,"Lexington, KY 40502",034-NQ2-173664,NQ2 Retail Drink License,Active,12/1/20,12/1/20,11/30/22
30421,Fayette,Lexington,Bella Cafe' and Grille,"BELLA CAFE' AND GRILLE, LLC ",890 E High St,"Lexington, KY 40502",034-NQ-173665,NQ Retail Malt Beverage Package License,Active,12/1/20,12/1/20,11/30/22
30421,Fayette,Lexington,Bella Cafe' and Grille,"BELLA CAFE' AND GRILLE, LLC ",890 E High St,"Lexington, KY 40502",034-RS-173666,Special Sunday Retail Drink License,Active,12/1/20,12/1/20,11/30/22
5162,Fayette,Lexington,Bella Notte,"BELLA NOTTE, LLC ",3715 Nicholasville Rd,"Lexington, KY 40503",034-RS-2371,Special Sunday Retail Drink License,Active,5/13/13,6/25/13,11/30/22
5162,Fayette,Lexington,Bella Notte,"BELLA NOTTE, LLC ",3715 Nicholasville Rd,"Lexington, KY 40503",034-CL-335,Caterer's License,Active,3/18/14,3/18/14,11/30/22
5162,Fayette,Lexington,Bella Notte,"BELLA NOTTE, LLC ",3715 Nicholasville Rd,"Lexington, KY 40503",034-NQ2-1042,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
18821,Fayette,Lexington,Belle's Bar,Belle's Bar LLC ,152-154 Market St,"Lexington, KY 40507",034-SB-1413,Supplemental Bar License,Active,10/31/13,10/31/13,11/30/22
18821,Fayette,Lexington,Belle's Bar,Belle's Bar LLC ,152-154 Market St,"Lexington, KY 40507",034-LD-2333,Quota Retail Drink License,Active,10/31/13,10/31/13,11/30/22
18821,Fayette,Lexington,Belle's Bar,Belle's Bar LLC ,152-154 Market St,"Lexington, KY 40507",034-RS-3552,Special Sunday Retail Drink License,Active,10/31/13,10/31/13,11/30/22
