SiteID,County,City,DBA,Licensee,PremisesStreet,PremisesCityState,LicenseNumber,LicenseType,Status,IssueDate,EffectiveDate,ExpiryDate
7249,Fayette,Lexington,Eastland Foodmart,Someshwara Inc. ,1541 Eastland Pkwy,"Lexington, KY 40505",034-NQ-5674,NQ Retail Malt Beverage Package License,Active,9/6/16,9/6/16,11/30/22
5972,Fayette,Lexington,Eastland Liquors,"HEMVILA, LLC ",1533 Eastland Pkwy Unit 1,"Lexington, KY 40505",034-NQ-2634,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
5972,Fayette,Lexington,Eastland Liquors,"HEMVILA, LLC ",1533 Eastland Pkwy Unit 1,"Lexington, KY 40505",034-LP-453,Quota Retail Package License,Active,2/9/10,2/9/10,11/30/22
203,Fayette,Lexington,EG America,MINIT MART LLC ,1070 Newtown Pike,"Lexington, KY 40511",034-NQ-7240,NQ Retail Malt Beverage Package License,Active,2/19/19,2/19/19,8/31/23
479,Fayette,Lexington,EG America,MINIT MART LLC ,101 Lexington Green Cir,"Lexington, KY 40503",034-NQ-7236,NQ Retail Malt Beverage Package License,Active,2/18/19,2/18/19,8/31/23
480,Fayette,Lexington,EG America,MINIT MART LLC ,3110 Richmond Rd,"Lexington, KY 40509",034-NQ-7239,NQ Retail Malt Beverage Package License,Active,2/19/19,2/19/19,8/31/23
1116,Fayette,Lexington,EG America,MINIT MART LLC ,1975 Nicholasville Rd,"Lexington, KY 40503",034-NQ-7247,NQ Retail Malt Beverage Package License,Active,2/18/19,2/18/19,8/31/23
1117,Fayette,Lexington,EG America,MINIT MART LLC ,5521 Athens Boonesboro Rd,"Lexington, KY 40509",034-NQ-7229,NQ Retail Malt Beverage Package License,Active,2/18/19,2/18/19,8/31/23
1120,Fayette,Lexington,EG America,MINIT MART LLC ,2420 Richmond Rd,"Lexington, KY 40502",034-NQ-7243,NQ Retail Malt Beverage Package License,Active,2/19/19,2/19/19,8/31/23
1121,Fayette,Lexington,EG America,MINIT MART LLC ,2300 Versailles Rd,"Lexington, KY 40504",034-NQ-7249,NQ Retail Malt Beverage Package License,Active,2/18/19,2/18/19,8/31/23
1122,Fayette,Lexington,EG America,MINIT MART LLC ,1998 Harrodsburg Rd,"Lexington, KY 40503",034-NQ-7233,NQ Retail Malt Beverage Package License,Active,2/19/19,2/19/19,8/31/23
1203,Fayette,Lexington,EG America,MINIT MART LLC ,905 S Limestone,"Lexington, KY 40503",034-NQ-7246,NQ Retail Malt Beverage Package License,Active,2/19/19,2/19/19,8/31/23
1204,Fayette,Lexington,EG America,MINIT MART LLC ,4096 Nichols Park Dr,"Lexington, KY 40514",034-NQ-7238,NQ Retail Malt Beverage Package License,Active,2/19/19,2/19/19,8/31/23
3460,Fayette,Lexington,EG America,MINIT MART LLC ,435 New Circle Rd Nw,"Lexington, KY 40511",034-NQ-7244,NQ Retail Malt Beverage Package License,Active,2/19/19,2/19/19,8/31/23
3468,Fayette,Lexington,EG America,MINIT MART LLC ,4201 Saron Dr,"Lexington, KY 40515",034-NQ-7248,NQ Retail Malt Beverage Package License,Active,2/18/19,2/18/19,8/31/23
7906,Fayette,Lexington,EG America,MINIT MART LLC ,3790 Palomar Centre Dr,"Lexington, KY 40504",034-NQ-7241,NQ Retail Malt Beverage Package License,Active,2/19/19,2/19/19,8/31/23
8310,Fayette,Lexington,EG America,MINIT MART LLC ,2297 Thunderstick Dr,"Lexington, KY 40505",034-NQ-7251,NQ Retail Malt Beverage Package License,Active,2/18/19,2/18/19,8/31/23
8886,Fayette,Lexington,EG America,MINIT MART LLC ,1949 N Broadway,"Lexington, KY 40505",034-NQ-7242,NQ Retail Malt Beverage Package License,Active,2/19/19,2/19/19,8/31/23
10997,Fayette,Lexington,EG America,MINIT MART LLC ,109 Town Centre Dr,"Lexington, KY 40511",034-NQ-7235,NQ Retail Malt Beverage Package License,Active,2/19/19,2/19/19,8/31/23
33068,Fayette,Lexington,El Azteca Mexican Grill,"El Azteca Mexican Grill, LLC ",1060 Chinoe Rd Ste 104,"Lexington, KY 40502",034-NQ2-185834,NQ2 Retail Drink License,Active,8/25/21,8/25/21,11/30/22
33068,Fayette,Lexington,El Azteca Mexican Grill,"El Azteca Mexican Grill, LLC ",1060 Chinoe Rd Ste 104,"Lexington, KY 40502",034-RS-185835,Special Sunday Retail Drink License,Active,8/25/21,8/25/21,11/30/22
13161,Fayette,Lexington,El Charro Authentic Mexican Cuisine,"El Charro Authentic Mexican Cuisine, LLC ",4371 Old Harrodsburg Rd Ste 180/190,"Lexington, KY 40513",034-RS-2146,Special Sunday Retail Drink License,Active,9/12/12,9/12/12,11/30/22
13161,Fayette,Lexington,El Charro Authentic Mexican Cuisine,"El Charro Authentic Mexican Cuisine, LLC ",4371 Old Harrodsburg Rd Ste 180/190,"Lexington, KY 40513",034-NQ2-2032,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
21211,Fayette,Lexington,El Charro Authentic Mexican Cuisine,"El Charro Authentic Mexican Cuisine, LLC ",3090 Helmsdale Pl Ste 260,"Lexington, KY 40509",034-NQ2-187088,NQ2 Retail Drink License,Active,11/17/21,11/17/21,11/30/22
21211,Fayette,Lexington,El Charro Authentic Mexican Cuisine,"El Charro Authentic Mexican Cuisine, LLC ",3090 Helmsdale Pl Ste 260,"Lexington, KY 40509",034-RS-187089,Special Sunday Retail Drink License,Active,11/17/21,11/17/21,11/30/22
4689,Fayette,Lexington,El cid,Gardenia?s llc,701 National Ave,"Lexington, KY 40502",034-NQ2-183743,NQ2 Retail Drink License,Active,6/1/21,6/1/21,11/30/22
4689,Fayette,Lexington,El cid,Gardenia?s llc,701 National Ave,"Lexington, KY 40502",034-RS-183744,Special Sunday Retail Drink License,Active,6/1/21,6/1/21,11/30/22
14570,Fayette,Lexington,El Cid,"RAMONA'S COCINA, LLC ",304 S Limestone,"Lexington, KY 40508",034-NQ2-157509,NQ2 Retail Drink License,Active,1/7/20,1/6/20,11/30/22
14570,Fayette,Lexington,El Cid,"RAMONA'S COCINA, LLC ",304 S Limestone,"Lexington, KY 40508",034-RS-157510,Special Sunday Retail Drink License,Active,1/7/20,1/6/20,11/30/22
15731,Fayette,Lexington,El Gran Tako,"El Gran Tako, LLC ",1801 Alexandria Dr Ste 156,"Lexington, KY 40504",034-RS-5310,Special Sunday Retail Drink License,Active,6/12/18,6/12/18,11/30/22
15731,Fayette,Lexington,El Gran Tako,"El Gran Tako, LLC ",1801 Alexandria Dr Ste 156,"Lexington, KY 40504",034-NQ2-3702,NQ2 Retail Drink License,Active,6/12/18,6/12/18,11/30/22
28027,Fayette,Lexington,El Gran Tako LLC,"El Gran Tako, LLC ",340 E New Circle Rd Ste 100,"Lexington, KY 40511",034-NQ4-4525,NQ4 Retail Malt Beverage Drink License,Active,5/28/19,5/28/19,11/30/22
9953,Fayette,Lexington,El Huarache,"El Huarache, LLC ",1316 Russell Cave Rd,"Lexington, KY 40505",034-NQ4-4276,NQ4 Retail Malt Beverage Drink License,Active,12/11/18,12/11/18,11/30/22
23646,Fayette,Lexington,El Malecon,EL MALECON MEXICAN SEA FOOD LLC ,481 W New Circle Rd Suite 180,"Lexington, KY 40511",034-RS-4507,Special Sunday Retail Drink License,Active,9/22/16,9/22/16,11/30/22
23646,Fayette,Lexington,El Malecon,EL MALECON MEXICAN SEA FOOD LLC ,481 W New Circle Rd Suite 180,"Lexington, KY 40511",034-NQ2-3073,NQ2 Retail Drink License,Active,9/22/16,9/22/16,11/30/22
13574,Fayette,Lexington,El Mariachi Mexican Restaurant,"J & D RESTAURANT, LLC ",125 Town Center Dr Ste 115,"Lexington, KY 40511",034-NQ2-1020,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
13574,Fayette,Lexington,El Mariachi Mexican Restaurant,"J & D RESTAURANT, LLC ",125 Town Center Dr Ste 115,"Lexington, KY 40511",034-RS-0455,Special Sunday Retail Drink License,Active,9/12/08,9/12/08,11/30/22
29997,Fayette,Lexington,El Mariachi Mexican Restaurant #2,"H&D Restaurant, Inc. ",1916 Justice Dr,"Lexington, KY 40509",034-NQ2-165128,NQ2 Retail Drink License,Active,7/27/20,7/27/20,11/30/22
29997,Fayette,Lexington,El Mariachi Mexican Restaurant #2,"H&D Restaurant, Inc. ",1916 Justice Dr,"Lexington, KY 40509",034-RS-165261,Special Sunday Retail Drink License,Active,7/28/20,7/28/20,11/30/22
11408,Fayette,Lexington,El Milagro Dos,ESPARZA ENTERPRISES INC ,1545 Alexandria Dr Ste 1,"Lexington, KY 40504",034-NQ4-1710,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
11408,Fayette,Lexington,El Milagro Dos,ESPARZA ENTERPRISES INC ,1545 Alexandria Dr Ste 1,"Lexington, KY 40504",034-NQ-3974,NQ Retail Malt Beverage Package License,Active,10/17/13,10/17/13,11/30/22
5441,Fayette,Lexington,El Patio,EL PATIO #1 LLC ,2628 Richmond Rd,"Lexington, KY 40509",034-NQ2-191633,NQ2 Retail Drink License,Active,7/25/22,7/25/22,11/30/22
5441,Fayette,Lexington,El Patio,EL PATIO #1 LLC ,2628 Richmond Rd,"Lexington, KY 40509",034-RS-191634,Special Sunday Retail Drink License,Active,7/25/22,7/25/22,11/30/22
15595,Fayette,Lexington,El Patron,"SANDRA OLMEDO-PELAEZ, LLC ",1765 Alexandria Dr,"Lexington, KY 40504",034-NQ2-3542,NQ2 Retail Drink License,Active,1/3/18,1/3/18,8/31/23
15595,Fayette,Lexington,El Patron,"SANDRA OLMEDO-PELAEZ, LLC ",1765 Alexandria Dr,"Lexington, KY 40504",034-RS-170599,Special Sunday Retail Drink License,Active,10/19/20,10/19/20,8/31/23
14307,Fayette,Lexington,EL RANCHO TAPATIO,"El Rancho Tapatio, LLC ",144 Burt Rd,"Lexington, KY 40503",034-NQ2-179247,NQ2 Retail Drink License,Active,3/8/21,3/8/21,11/30/22
14307,Fayette,Lexington,EL RANCHO TAPATIO,"El Rancho Tapatio, LLC ",144 Burt Rd,"Lexington, KY 40503",034-SB-179248,Supplemental Bar License,Active,3/8/21,3/8/21,11/30/22
14307,Fayette,Lexington,EL RANCHO TAPATIO,"El Rancho Tapatio, LLC ",144 Burt Rd,"Lexington, KY 40503",034-RS-179249,Special Sunday Retail Drink License,Active,3/8/21,3/8/21,11/30/22
15305,Fayette,Lexington,El Rey Pollos & El Rey Mariscos,"CALZADA ENTERPRISES, INC. ",1485 Alexandria Dr,"Lexington, KY 40504",034-NQ-3989,NQ Retail Malt Beverage Package License,Active,11/7/13,11/7/13,11/30/22
15305,Fayette,Lexington,El Rey Pollos & El Rey Mariscos,"CALZADA ENTERPRISES, INC. ",1485 Alexandria Dr,"Lexington, KY 40504",034-NQ4-2689,NQ4 Retail Malt Beverage Drink License,Active,11/7/13,11/7/13,11/30/22
1800,Fayette,Lexington,El Sabroso,"EL SABROSO, Inc. ",1445 Village Dr,"Lexington, KY 40504",034-NQ4-3269,NQ4 Retail Malt Beverage Drink License,Active,5/14/15,5/14/15,11/30/22
1800,Fayette,Lexington,El Sabroso,"EL SABROSO, Inc. ",1445 Village Dr,"Lexington, KY 40504",034-NQ-4900,NQ Retail Malt Beverage Package License,Active,5/14/15,5/14/15,11/30/22
30950,Fayette,Lexington,EL TAQUERO LLC,El Taquero LLC ,1395 W Main St,"Lexington, KY 40508",034-NQ2-179236,NQ2 Retail Drink License,Active,3/8/21,3/8/21,11/30/22
30950,Fayette,Lexington,EL TAQUERO LLC,El Taquero LLC ,1395 W Main St,"Lexington, KY 40508",034-RS-179237,Special Sunday Retail Drink License,Active,3/8/21,3/8/21,11/30/22
6432,Fayette,Lexington,El Toro Cantina & Grill,"EL TORO CANTINA & GRILL, INC. ",1917 Nicholasville Rd,"Lexington, KY 40503",034-RS-2377,Special Sunday Retail Drink License,Active,5/13/13,6/25/13,11/30/22
6432,Fayette,Lexington,El Toro Cantina & Grill,"EL TORO CANTINA & GRILL, INC. ",1917 Nicholasville Rd,"Lexington, KY 40503",034-NQ2-1052,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
29606,Fayette,Lexington,Elixir Downtown,Lexington Holdings Limited Liability Company ,249 W Short St,"Lexington, KY 40507",034-LD-163562,Quota Retail Drink License,Active,6/18/20,6/18/20,11/30/22
29606,Fayette,Lexington,Elixir Downtown,Lexington Holdings Limited Liability Company ,249 W Short St,"Lexington, KY 40507",034-NQ4-163563,NQ4 Retail Malt Beverage Drink License,Active,6/18/20,6/18/20,11/30/22
29606,Fayette,Lexington,Elixir Downtown,Lexington Holdings Limited Liability Company ,249 W Short St,"Lexington, KY 40507",034-RS-163564,Special Sunday Retail Drink License,Active,6/18/20,6/18/20,11/30/22
32658,Fayette,Lexington,Elwood Hotel & Suites; Fiddletree Kitchen & Bar,"1301 LEXINGTON, LLC ",444 Parkway Dr,"Lexington, KY 40504",034-LP-191968,Quota Retail Package License,Active,8/8/22,8/8/22,11/30/22
32658,Fayette,Lexington,Elwood Hotel & Suites; Fiddletree Kitchen & Bar,"1301 LEXINGTON, LLC ",444 Parkway Dr,"Lexington, KY 40504",034-SP-187418,Sampling License,Active,12/13/21,12/13/21,11/30/22
32658,Fayette,Lexington,Elwood Hotel & Suites; Fiddletree Kitchen & Bar,"1301 LEXINGTON, LLC ",444 Parkway Dr,"Lexington, KY 40504",034-RS-185396,Special Sunday Retail Drink License,Active,8/2/21,8/2/21,11/30/22
32658,Fayette,Lexington,Elwood Hotel & Suites; Fiddletree Kitchen & Bar,"1301 LEXINGTON, LLC ",444 Parkway Dr,"Lexington, KY 40504",034-HI-185397,Hotel In-Room License,Active,8/2/21,8/2/21,11/30/22
32658,Fayette,Lexington,Elwood Hotel & Suites; Fiddletree Kitchen & Bar,"1301 LEXINGTON, LLC ",444 Parkway Dr,"Lexington, KY 40504",034-NQ2-185398,NQ2 Retail Drink License,Active,8/2/21,8/2/21,11/30/22
32658,Fayette,Lexington,Elwood Hotel & Suites; Fiddletree Kitchen & Bar,"1301 LEXINGTON, LLC ",444 Parkway Dr,"Lexington, KY 40504",034-NQ-185399,NQ Retail Malt Beverage Package License,Active,8/2/21,8/2/21,11/30/22
5100,Fayette,Lexington,Embassy Suites,"Crossings F&B, LLC ",245 Lexington Green Cir,"Lexington, KY 40503",034-TRANLW-192527,Transitional Distilled Spirits and Wine License,Active,9/1/22,9/1/22,10/31/22
5100,Fayette,Lexington,Embassy Suites,"Crossings F&B, LLC ",245 Lexington Green Cir,"Lexington, KY 40503",034-TRANB-192528,Transitional Malt Beverage License,Active,9/1/22,9/1/22,10/31/22
5851,Fayette,Lexington,Embassy Suites By Hilton Lexington/ UK Coldstream,ATRIUM HOSPITALITY LP ,1801 Newtown Pike,"Lexington, KY 40511",034-HI-50,Hotel In-Room License,Active,11/8/19,11/8/19,8/31/23
5851,Fayette,Lexington,Embassy Suites By Hilton Lexington/ UK Coldstream,ATRIUM HOSPITALITY LP ,1801 Newtown Pike,"Lexington, KY 40511",034-NQ1-1158,NQ1 Retail Drink License,Active,11/8/19,11/8/19,8/31/23
5851,Fayette,Lexington,Embassy Suites By Hilton Lexington/ UK Coldstream,ATRIUM HOSPITALITY LP ,1801 Newtown Pike,"Lexington, KY 40511",034-RS-5895,Special Sunday Retail Drink License,Active,11/8/19,11/8/19,8/31/23
9514,Fayette,Lexington,End Line Cafe,"CPA Equities 2, LLC ",404 Sporting Ct,"Lexington, KY 40503",034-LD-184917,Quota Retail Drink License,Active,6/23/21,6/23/21,11/30/22
9514,Fayette,Lexington,End Line Cafe,"CPA Equities 2, LLC ",404 Sporting Ct,"Lexington, KY 40503",034-NQ4-184918,NQ4 Retail Malt Beverage Drink License,Active,6/23/21,6/23/21,11/30/22
9514,Fayette,Lexington,End Line Cafe,"CPA Equities 2, LLC ",404 Sporting Ct,"Lexington, KY 40503",034-RS-184919,Special Sunday Retail Drink License,Active,6/23/21,6/23/21,11/30/22
27699,Fayette,Lexington,End Line Cafe,"CPA Equities 2, LLC ",3025 Blake James Dr,"Lexington, KY 40509",034-LD-2772,Quota Retail Drink License,Active,3/20/19,3/20/19,11/30/22
27699,Fayette,Lexington,End Line Cafe,"CPA Equities 2, LLC ",3025 Blake James Dr,"Lexington, KY 40509",034-RS-5611,Special Sunday Retail Drink License,Active,3/20/19,3/20/19,11/30/22
27699,Fayette,Lexington,End Line Cafe,"CPA Equities 2, LLC ",3025 Blake James Dr,"Lexington, KY 40509",034-NQ4-4437,NQ4 Retail Malt Beverage Drink License,Active,3/20/19,3/20/19,11/30/22
27279,Fayette,Lexington,Eppings on Eastside,"CALIBER GROUP, LLC ",264 Walton Ave,"Lexington, KY 40502",034-NQ2-3857,NQ2 Retail Drink License,Active,12/18/18,12/18/18,11/30/22
27279,Fayette,Lexington,Eppings on Eastside,"CALIBER GROUP, LLC ",264 Walton Ave,"Lexington, KY 40502",034-CL-559,Caterer's License,Active,12/18/18,12/18/18,11/30/22
27279,Fayette,Lexington,Eppings on Eastside,"CALIBER GROUP, LLC ",264 Walton Ave,"Lexington, KY 40502",034-RS-5526,Special Sunday Retail Drink License,Active,12/18/18,12/18/18,11/30/22
15506,Fayette,Lexington,Ernies Spirits,"Ernie's Spirits Harrodsburg Rd., LLC ",1999 Harrodsburg Rd,"Lexington, KY 40503",034-SP-1719,Sampling License,Active,3/6/17,3/6/17,11/30/22
15506,Fayette,Lexington,Ernies Spirits,"Ernie's Spirits Harrodsburg Rd., LLC ",1999 Harrodsburg Rd,"Lexington, KY 40503",034-NQ-6154,NQ Retail Malt Beverage Package License,Active,3/6/17,3/6/17,11/30/22
15506,Fayette,Lexington,Ernies Spirits,"Ernie's Spirits Harrodsburg Rd., LLC ",1999 Harrodsburg Rd,"Lexington, KY 40503",034-LP-2331,Quota Retail Package License,Active,3/6/17,3/6/17,11/30/22
3268,Fayette,Lexington,Estepp's,"ESTEPP'S FRIENDLY SHELL, INC. ",3197 Clays Mill Rd,"Lexington, KY 40503",034-NQ-159728,NQ Retail Malt Beverage Package License,Active,2/17/20,2/14/20,8/31/23
1546,Fayette,Lexington,Estepp's #2,"ESTEPP'S FRIENDLY SHELL, INC. ",1907 Plaudit Pl,"Lexington, KY 40509",034-NQ-6891,NQ Retail Malt Beverage Package License,Active,8/22/18,9/1/18,8/31/23
30234,Fayette,Lexington,Estepp's #9,"ESTEPP'S FRIENDLY SHELL, INC. ",1445 Newtown Center Way Ste 120,"Lexington, KY 40511",034-NQ-173159,NQ Retail Malt Beverage Package License,Active,11/20/20,11/20/20,8/31/23
7033,Fayette,Lexington,Estepp's Friendly Shell Inc,"ESTEPP'S FRIENDLY SHELL, INC. ",1951 Stanton Way,"Lexington, KY 40511",034-NQ-2933,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
20853,Fayette,Lexington,Ethereal Brewing,Empyreal Artisan Ales LLC ,1224 Manchester St Ste 120,"Lexington, KY 40508",034-MIC-69,Microbrewery License,Active,11/17/14,11/17/14,11/30/22
20853,Fayette,Lexington,Ethereal Brewing,Empyreal Artisan Ales LLC ,1224 Manchester St Ste 120,"Lexington, KY 40508",034-LD-2768,Quota Retail Drink License,Active,4/12/19,4/13/19,11/30/22
20853,Fayette,Lexington,Ethereal Brewing,Empyreal Artisan Ales LLC ,1224 Manchester St Ste 120,"Lexington, KY 40508",034-NQ4-3109,NQ4 Retail Malt Beverage Drink License,Active,11/17/14,11/17/14,11/30/22
20853,Fayette,Lexington,Ethereal Brewing,Empyreal Artisan Ales LLC ,1224 Manchester St Ste 120,"Lexington, KY 40508",034-RS-159557,Special Sunday Retail Drink License,Active,2/11/20,1/14/20,11/30/22
20853,Fayette,Lexington,Ethereal Brewing,Empyreal Artisan Ales LLC ,1224 Manchester St Ste 120,"Lexington, KY 40508",034-NQ-4596,NQ Retail Malt Beverage Package License,Active,11/17/14,11/17/14,11/30/22
31170,Fayette,Lexington,Ethereal Brewing at Cornerstone,Paradiso LLC ,401 S Limestone,"Lexington, KY 40508",034-LD-179913,Quota Retail Drink License,Active,3/19/21,3/19/21,11/30/22
31170,Fayette,Lexington,Ethereal Brewing at Cornerstone,Paradiso LLC ,401 S Limestone,"Lexington, KY 40508",034-NQ4-179914,NQ4 Retail Malt Beverage Drink License,Active,3/19/21,3/19/21,11/30/22
31170,Fayette,Lexington,Ethereal Brewing at Cornerstone,Paradiso LLC ,401 S Limestone,"Lexington, KY 40508",034-MIC-179916,Microbrewery License,Active,3/19/21,3/19/21,11/30/22
31170,Fayette,Lexington,Ethereal Brewing at Cornerstone,Paradiso LLC ,401 S Limestone,"Lexington, KY 40508",034-RS-179917,Special Sunday Retail Drink License,Active,3/19/21,3/19/21,11/30/22
31170,Fayette,Lexington,Ethereal Brewing at Cornerstone,Paradiso LLC ,401 S Limestone,"Lexington, KY 40508",034-NQ-179915,NQ Retail Malt Beverage Package License,Active,3/19/21,3/19/21,11/30/22
31170,Fayette,Lexington,Ethereal Brewing at Cornerstone,Paradiso LLC ,401 S Limestone,"Lexington, KY 40508",034-LP-179918,Quota Retail Package License,Active,3/19/21,3/19/21,11/30/22
31170,Fayette,Lexington,Ethereal Brewing at Cornerstone,Paradiso LLC ,401 S Limestone,"Lexington, KY 40508",034-CL-187293,Caterer's License,Active,12/2/21,12/2/21,11/30/22
29261,Fayette,Lexington,Ethereal Brewing Public House,"The Inferno, LLC ",102 W Vine St,"Lexington, KY 40507",034-LD-160908,Quota Retail Drink License,Active,4/6/20,3/17/20,11/30/22
29261,Fayette,Lexington,Ethereal Brewing Public House,"The Inferno, LLC ",102 W Vine St,"Lexington, KY 40507",034-NQ4-160910,NQ4 Retail Malt Beverage Drink License,Active,4/6/20,3/17/20,11/30/22
29261,Fayette,Lexington,Ethereal Brewing Public House,"The Inferno, LLC ",102 W Vine St,"Lexington, KY 40507",034-MIC-160912,Microbrewery License,Active,4/6/20,3/17/20,11/30/22
29261,Fayette,Lexington,Ethereal Brewing Public House,"The Inferno, LLC ",102 W Vine St,"Lexington, KY 40507",034-RS-160913,Special Sunday Retail Drink License,Active,4/6/20,3/17/20,11/30/22
29261,Fayette,Lexington,Ethereal Brewing Public House,"The Inferno, LLC ",102 W Vine St,"Lexington, KY 40507",034-LP-160909,Quota Retail Package License,Active,4/6/20,3/17/20,11/30/22
29261,Fayette,Lexington,Ethereal Brewing Public House,"The Inferno, LLC ",102 W Vine St,"Lexington, KY 40507",034-NQ-160911,NQ Retail Malt Beverage Package License,Active,4/6/20,3/17/20,11/30/22
7239,Fayette,Lexington,Exxon Food Mart,"Naz Two, LLC ",2312 Versailles Rd,"Lexington, KY 40504",034-NQ-3173,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
29417,Fayette,Lexington,Family Dollar #23739,"FAMILY DOLLAR STORES OF KENTUCKY, LP ",188 E New Circle Rd,"Lexington, KY 40505",034-NQ-160157,NQ Retail Malt Beverage Package License,Active,3/3/20,3/3/20,8/31/23
26626,Fayette,Lexington,Family Dollar #2571,"FAMILY DOLLAR STORES OF KENTUCKY, LP ",481 W New Circle Rd Suite 120,"Lexington, KY 40511",034-NQ-6985,NQ Retail Malt Beverage Package License,Active,8/9/18,8/9/18,8/31/23
26627,Fayette,Lexington,Family Dollar #3032,"FAMILY DOLLAR STORES OF KENTUCKY, LP ",1301 Winchester Rd Ste 225,"Lexington, KY 40505",034-NQ-6986,NQ Retail Malt Beverage Package License,Active,8/10/18,8/10/18,8/31/23
26628,Fayette,Lexington,Family Dollar #3623,"FAMILY DOLLAR STORES OF KENTUCKY, LP ",393 Waller Ave,"Lexington, KY 40504",034-NQ-6988,NQ Retail Malt Beverage Package License,Active,8/10/18,8/10/18,8/31/23
26629,Fayette,Lexington,Family Dollar #4253,"FAMILY DOLLAR STORES OF KENTUCKY, LP ",2181 Versailles Rd,"Lexington, KY 40504",034-NQ-6989,NQ Retail Malt Beverage Package License,Active,8/21/18,8/21/18,8/31/23
26631,Fayette,Lexington,Family Dollar #5187,"FAMILY DOLLAR STORES OF KENTUCKY, LP ",401 Race St,"Lexington, KY 40508",034-NQ-6990,NQ Retail Malt Beverage Package License,Active,8/10/18,8/10/18,8/31/23
26632,Fayette,Lexington,Family Dollar #8191,"FAMILY DOLLAR STORES OF KENTUCKY, LP ",2051 Richmond Rd Ste 105,"Lexington, KY 40502",034-NQ-6991,NQ Retail Malt Beverage Package License,Active,12/10/18,12/1/18,8/31/23
35030,Fayette,Lexington,Family Dollar 21920,"FAMILY DOLLAR STORES OF KENTUCKY, LP ",1600 Leestown Rd Ste 140,"Lexington, KY 40511",034-NQ-192356,NQ Retail Malt Beverage Package License,Active,8/24/22,8/24/22,8/31/23
617,Fayette,Lexington,Fast Stop Of Lexington,"GAMA ENTERPRISES, INC. ",1392 Trent Blvd Unit 1,"Lexington, KY 40517",034-NQ-2310,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
27524,Fayette,Lexington,First Watch Nicholasville Road,"Nicholasville Road FW, LLC ",119 W Reynolds Rd,"Lexington, KY 40503",034-RS-5578,Special Sunday Retail Drink License,Active,2/14/19,2/14/19,11/30/22
27524,Fayette,Lexington,First Watch Nicholasville Road,"Nicholasville Road FW, LLC ",119 W Reynolds Rd,"Lexington, KY 40503",034-NQ2-3894,NQ2 Retail Drink License,Active,2/14/19,2/14/19,11/30/22
27740,Fayette,Lexington,First watch Richmond Rd,"ONE HOLLAND FW - RICHMOND ROAD, LLC ",2894 Richmond Rd,"Lexington, KY 40509",034-NQ2-3932,NQ2 Retail Drink License,Active,4/16/19,4/16/19,11/30/22
27740,Fayette,Lexington,First watch Richmond Rd,"ONE HOLLAND FW - RICHMOND ROAD, LLC ",2894 Richmond Rd,"Lexington, KY 40509",034-RS-5625,Special Sunday Retail Drink License,Active,4/16/19,4/16/19,11/30/22
27526,Fayette,Lexington,First Watch South Broadway,"LEX-FW BROADWAY, LLC ",1080 S Broadway Ste 301,"Lexington, KY 40504",034-NQ2-3895,NQ2 Retail Drink License,Active,2/14/19,2/14/19,11/30/22
27526,Fayette,Lexington,First Watch South Broadway,"LEX-FW BROADWAY, LLC ",1080 S Broadway Ste 301,"Lexington, KY 40504",034-RS-5579,Special Sunday Retail Drink License,Active,2/14/19,2/14/19,11/30/22
409,Fayette,Lexington,Fitz's Sports Bar LLC,"FITZ'S SPORTS BAR, LLC ",209 Old Georgetown St,"Lexington, KY 40508",034-RS-4673,Special Sunday Retail Drink License,Active,7/3/17,7/3/17,11/30/22
409,Fayette,Lexington,Fitz's Sports Bar LLC,"FITZ'S SPORTS BAR, LLC ",209 Old Georgetown St,"Lexington, KY 40508",034-LD-2044,Quota Retail Drink License,Active,7/3/17,7/3/17,11/30/22
409,Fayette,Lexington,Fitz's Sports Bar LLC,"FITZ'S SPORTS BAR, LLC ",209 Old Georgetown St,"Lexington, KY 40508",034-NQ4-3760,NQ4 Retail Malt Beverage Drink License,Active,7/3/17,7/3/17,11/30/22
34102,Fayette,Lexington,Flextrans Xpress Trucking LLC ,Flextrans xpress trucking L.L.C. ,3104 Popham Ct,"Lexington, KY 40502",034-TPL-188580,Transporter's License,Active,1/28/22,1/28/22,12/31/22
2873,Fayette,Lexington,Foodland,Shree Om LLC ,580 Eureka Springs Dr,"Lexington, KY 40517",034-NQ-187273,NQ Retail Malt Beverage Package License,Active,12/1/21,12/1/21,11/30/22
2953,Fayette,Lexington,Foodland Market,"DAVID A. MASHNI & SONS, INC. ",1416 Versailles Rd,"Lexington, KY 40504",034-NQ-1022,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
30439,Fayette,Lexington,Frank & Dino's,"Post Time Lexington, LLC ",271 W Short St,"Lexington, KY 40507",034-NQ2-183672,NQ2 Retail Drink License,Active,5/28/21,5/28/21,11/30/22
